ID,Year,Competition,Round,GameTimeUTC,GameTimeLocal,HomeTeam,AwayTeam,Ground,Score,Result,HomeOdds,AwayOdds,TipstersPick,TipOutcome
5027,2013,HA,19,2013-08-03 09:40:00+00:00,2013-08-03 19:40:00+10:00,Carlton,Fremantle,Docklands,80-116,Fremantle,1.909,2.0,Carlton,0
5028,2013,HA,19,2013-08-03 09:40:00+00:00,2013-08-03 19:40:00+10:00,Brisbane,St Kilda,Gabba,108-77,Brisbane,1.295,3.96,Brisbane,1
5029,2013,HA,19,2013-08-04 03:10:00+00:00,2013-08-04 13:10:00+10:00,Western Bulldogs,Sydney,Docklands,99-134,Sydney,9.41,1.088,Sydney,1
5030,2013,HA,19,2013-08-04 05:20:00+00:00,2013-08-04 15:20:00+10:00,Adelaide,Port Adelaide,Footy Park,103-107,Port Adelaide,2.12,1.806,Port Adelaide,1
5031,2013,HA,19,2013-08-04 06:40:00+00:00,2013-08-04 16:40:00+10:00,Collingwood,Essendon,MCG,133-54,Collingwood,1.97,1.934,Collingwood,1
5032,2013,HA,20,2013-08-09 09:50:00+00:00,2013-08-09 19:50:00+10:00,St Kilda,Hawthorn,Docklands,56-102,Hawthorn,11.25,1.066,Hawthorn,1
5033,2013,HA,20,2013-08-10 03:45:00+00:00,2013-08-10 13:45:00+10:00,Richmond,Brisbane,MCG,97-74,Richmond,1.186,5.5,Richmond,1
5034,2013,HA,20,2013-08-10 04:10:00+00:00,2013-08-10 14:10:00+10:00,Geelong,Port Adelaide,Kardinia,129-104,Geelong,1.119,7.61,Geelong,1
5035,2013,HA,20,2013-08-10 06:40:00+00:00,2013-08-10 16:40:00+10:00,Carlton,Western Bulldogs,Docklands,89-117,Western Bulldogs,1.378,3.34,Carlton,0
5036,2013,HA,20,2013-08-10 09:40:00+00:00,2013-08-10 19:40:00+10:00,Sydney,Collingwood,Homebush,71-100,Collingwood,1.444,3.01,Sydney,0
5037,2013,HA,20,2013-08-10 09:40:00+00:00,2013-08-10 19:40:00+10:00,Gold Coast,Melbourne,Gold Coast,90-77,Gold Coast,1.111,8.04,Gold Coast,1
5038,2013,HA,20,2013-08-11 03:10:00+00:00,2013-08-11 13:10:00+10:00,Essendon,West Coast,Docklands,67-120,West Coast,1.446,3.0,Essendon,0
5039,2013,HA,20,2013-08-11 05:15:00+00:00,2013-08-11 15:15:00+10:00,Adelaide,North Melbourne,Footy Park,79-70,Adelaide,2.22,1.74,Adelaide,1
5040,2013,HA,20,2013-08-11 06:40:00+00:00,2013-08-11 16:40:00+10:00,Fremantle,GWS,Subiaco,157-44,Fremantle,1.01,29.16,Fremantle,1
5041,2013,HA,21,2013-08-16 09:50:00+00:00,2013-08-16 19:50:00+10:00,Hawthorn,Collingwood,MCG,119-84,Hawthorn,1.571,2.58,Hawthorn,1
5042,2013,HA,21,2013-08-17 03:45:00+00:00,2013-08-17 13:45:00+10:00,Richmond,Carlton,MCG,96-106,Carlton,1.298,3.93,Richmond,0
5043,2013,HA,21,2013-08-17 04:10:00+00:00,2013-08-17 14:10:00+10:00,Port Adelaide,Gold Coast,Footy Park,113-96,Port Adelaide,1.212,5.0,Port Adelaide,1
5044,2013,HA,21,2013-08-17 06:40:00+00:00,2013-08-17 16:40:00+10:00,Essendon,North Melbourne,Docklands,70-115,North Melbourne,2.65,1.546,North Melbourne,1
5045,2013,HA,21,2013-08-17 09:40:00+00:00,2013-08-17 19:40:00+10:00,West Coast,Geelong,Subiaco,41-107,Geelong,2.97,1.454,Geelong,1
5046,2013,HA,21,2013-08-17 09:40:00+00:00,2013-08-17 19:40:00+10:00,Brisbane,GWS,Gabba,123-63,Brisbane,1.058,12.25,Brisbane,1
5047,2013,HA,21,2013-08-18 03:10:00+00:00,2013-08-18 13:10:00+10:00,Melbourne,Fremantle,MCG,38-133,Fremantle,20.0,1.025,Fremantle,1
5048,2013,HA,21,2013-08-18 05:15:00+00:00,2013-08-18 15:15:00+10:00,Sydney,St Kilda,SCG,118-59,Sydney,1.03,17.5,Sydney,1
5049,2013,HA,21,2013-08-18 06:40:00+00:00,2013-08-18 16:40:00+10:00,Western Bulldogs,Adelaide,Docklands,131-114,Western Bulldogs,2.14,1.793,Adelaide,0
5050,2013,HA,22,2013-08-23 09:50:00+00:00,2013-08-23 19:50:00+10:00,Collingwood,West Coast,MCG,101-39,Collingwood,1.147,6.55,Collingwood,1
5051,2013,HA,22,2013-08-24 03:45:00+00:00,2013-08-24 13:45:00+10:00,Adelaide,Melbourne,Footy Park,120-52,Adelaide,1.025,20.0,Adelaide,1
5052,2013,HA,22,2013-08-24 04:10:00+00:00,2013-08-24 14:10:00+10:00,North Melbourne,Hawthorn,Docklands,103-117,Hawthorn,3.97,1.294,Hawthorn,1
5053,2013,HA,22,2013-08-24 06:40:00+00:00,2013-08-24 16:40:00+10:00,Geelong,Sydney,Kardinia,92-48,Geelong,1.45,2.99,Geelong,1
5054,2013,HA,22,2013-08-24 09:40:00+00:00,2013-08-24 19:40:00+10:00,Carlton,Essendon,MCG,76-82,Essendon,1.507,2.77,Carlton,0
5055,2013,HA,22,2013-08-24 09:40:00+00:00,2013-08-24 19:40:00+10:00,Fremantle,Port Adelaide,Subiaco,134-60,Fremantle,1.148,6.52,Fremantle,1
5056,2013,HA,22,2013-08-25 03:10:00+00:00,2013-08-25 13:10:00+10:00,St Kilda,Gold Coast,Docklands,116-70,St Kilda,1.724,2.25,St Kilda,1
5057,2013,HA,22,2013-08-25 05:15:00+00:00,2013-08-25 15:15:00+10:00,GWS,Richmond,Showgrounds,42-163,Richmond,20.0,1.025,Richmond,1
5058,2013,HA,22,2013-08-25 06:40:00+00:00,2013-08-25 16:40:00+10:00,Brisbane,Western Bulldogs,Gabba,100-93,Brisbane,1.552,2.63,Brisbane,1
5059,2013,HA,23,2013-08-30 09:50:00+00:00,2013-08-30 19:50:00+10:00,Sydney,Hawthorn,Homebush,100-112,Hawthorn,3.36,1.375,Hawthorn,1
5060,2013,HA,23,2013-08-31 03:45:00+00:00,2013-08-31 13:45:00+10:00,St Kilda,Fremantle,Docklands,112-41,St Kilda,1.636,2.42,St Kilda,1
5061,2013,HA,23,2013-08-31 04:10:00+00:00,2013-08-31 14:10:00+10:00,Geelong,Brisbane,Kardinia,112-111,Geelong,1.05,13.0,Geelong,1
5062,2013,HA,23,2013-08-31 06:40:00+00:00,2013-08-31 16:40:00+10:00,Port Adelaide,Carlton,Footy Park,103-104,Carlton,2.05,1.862,Carlton,1
5063,2013,HA,23,2013-08-31 09:40:00+00:00,2013-08-31 19:40:00+10:00,Essendon,Richmond,MCG,65-104,Richmond,2.82,1.492,Richmond,1
5064,2013,HA,23,2013-08-31 10:10:00+00:00,2013-08-31 20:10:00+10:00,West Coast,Adelaide,Subiaco,43-129,Adelaide,1.909,2.0,West Coast,0
5065,2013,HA,23,2013-09-01 03:10:00+00:00,2013-09-01 13:10:00+10:00,Gold Coast,GWS,Gold Coast,146-63,Gold Coast,1.083,9.65,Gold Coast,1
5066,2013,HA,23,2013-09-01 05:20:00+00:00,2013-09-01 15:20:00+10:00,Collingwood,North Melbourne,MCG,114-125,North Melbourne,1.598,2.51,Collingwood,0
5067,2013,HA,23,2013-09-01 06:40:00+00:00,2013-09-01 16:40:00+10:00,Western Bulldogs,Melbourne,Docklands,107-87,Western Bulldogs,1.074,10.25,Western Bulldogs,1
5104,2014,HA,1,2014-03-14 08:50:00+00:00,2014-03-14 19:50:00+11:00,Collingwood,Fremantle,Docklands,46-116,Fremantle,2.6,1.561,Fremantle,1
5105,2014,HA,1,2014-03-15 05:40:00+00:00,2014-03-15 16:40:00+11:00,GWS,Sydney,Showgrounds,99-67,GWS,10.25,1.074,Sydney,0
5106,2014,HA,1,2014-03-15 08:55:00+00:00,2014-03-15 19:55:00+11:00,Gold Coast,Richmond,Gold Coast,87-69,Gold Coast,3.05,1.434,Richmond,0
5107,2014,HA,1,2014-03-16 08:40:00+00:00,2014-03-16 19:40:00+11:00,Carlton,Port Adelaide,Docklands,87-120,Port Adelaide,1.724,2.25,Carlton,0
5108,2014,HA,1,2014-03-20 08:10:00+00:00,2014-03-20 19:10:00+11:00,Geelong,Adelaide,Kardinia,119-81,Geelong,1.392,3.27,Geelong,1
5109,2014,HA,1,2014-03-21 08:50:00+00:00,2014-03-21 19:50:00+11:00,North Melbourne,Essendon,Docklands,60-99,Essendon,1.48,2.86,North Melbourne,0
5110,2014,HA,1,2014-03-22 05:40:00+00:00,2014-03-22 16:40:00+11:00,Hawthorn,Brisbane,Launceston,139-91,Hawthorn,1.095,8.95,Hawthorn,1
5111,2014,HA,1,2014-03-22 08:40:00+00:00,2014-03-22 19:40:00+11:00,St Kilda,Melbourne,Docklands,68-51,St Kilda,2.24,1.729,Melbourne,0
5112,2014,HA,1,2014-03-23 08:40:00+00:00,2014-03-23 19:40:00+11:00,West Coast,Western Bulldogs,Subiaco,134-69,West Coast,1.215,4.97,West Coast,1
5113,2014,HA,2,2014-03-27 08:45:00+00:00,2014-03-27 19:45:00+11:00,Richmond,Carlton,MCG,98-86,Richmond,1.512,2.75,Richmond,1
5114,2014,HA,2,2014-03-28 08:50:00+00:00,2014-03-28 19:50:00+11:00,Essendon,Hawthorn,Docklands,86-90,Hawthorn,2.79,1.502,Hawthorn,1
5115,2014,HA,2,2014-03-29 02:40:00+00:00,2014-03-29 13:40:00+11:00,St Kilda,GWS,Docklands,95-88,St Kilda,1.826,2.1,St Kilda,1
5116,2014,HA,2,2014-03-29 05:45:00+00:00,2014-03-29 16:45:00+11:00,Port Adelaide,Adelaide,Adelaide,128-73,Port Adelaide,1.751,2.2,Port Adelaide,1
5117,2014,HA,2,2014-03-29 08:40:00+00:00,2014-03-29 19:40:00+11:00,Sydney,Collingwood,Homebush,69-89,Collingwood,1.431,3.07,Sydney,0
5118,2014,HA,2,2014-03-29 08:40:00+00:00,2014-03-29 19:40:00+11:00,Fremantle,Gold Coast,Subiaco,87-39,Fremantle,1.105,8.36,Fremantle,1
5119,2014,HA,2,2014-03-30 02:10:00+00:00,2014-03-30 13:10:00+11:00,Brisbane,Geelong,Gabba,68-93,Geelong,3.77,1.317,Geelong,1
5120,2014,HA,2,2014-03-30 04:20:00+00:00,2014-03-30 15:20:00+11:00,Melbourne,West Coast,MCG,30-123,West Coast,11.75,1.062,West Coast,1
5121,2014,HA,2,2014-03-30 05:40:00+00:00,2014-03-30 16:40:00+11:00,Western Bulldogs,North Melbourne,Docklands,54-83,North Melbourne,3.31,1.384,North Melbourne,1
5122,2014,HA,3,2014-04-04 08:50:00+00:00,2014-04-04 19:50:00+11:00,Hawthorn,Fremantle,MCG,137-79,Hawthorn,1.751,2.2,Hawthorn,1
5123,2014,HA,3,2014-04-05 02:45:00+00:00,2014-04-05 13:45:00+11:00,Western Bulldogs,Richmond,Docklands,100-98,Western Bulldogs,3.22,1.401,Richmond,0
5124,2014,HA,3,2014-04-05 03:10:00+00:00,2014-04-05 14:10:00+11:00,Adelaide,Sydney,Adelaide,71-134,Sydney,2.18,1.769,Adelaide,0
5125,2014,HA,3,2014-04-05 05:40:00+00:00,2014-04-05 16:40:00+11:00,Gold Coast,Brisbane,Gold Coast,114-61,Gold Coast,1.8,2.13,Gold Coast,1
5126,2014,HA,3,2014-04-05 08:40:00+00:00,2014-04-05 19:40:00+11:00,Collingwood,Geelong,MCG,76-87,Geelong,2.51,1.598,Geelong,1
5127,2014,HA,3,2014-04-05 08:40:00+00:00,2014-04-05 19:40:00+11:00,West Coast,St Kilda,Subiaco,83-58,West Coast,1.05,13.0,West Coast,1
5128,2014,HA,3,2014-04-06 03:10:00+00:00,2014-04-06 13:10:00+10:00,GWS,Melbourne,Showgrounds,79-47,GWS,1.333,3.64,GWS,1
5129,2014,HA,3,2014-04-06 06:10:00+00:00,2014-04-06 16:10:00+10:00,North Melbourne,Port Adelaide,Docklands,97-90,North Melbourne,2.29,1.699,Port Adelaide,0
5130,2014,HA,3,2014-04-06 09:10:00+00:00,2014-04-06 19:10:00+10:00,Essendon,Carlton,MCG,138-57,Essendon,1.37,3.39,Essendon,1
5131,2014,HA,4,2014-04-11 09:50:00+00:00,2014-04-11 19:50:00+10:00,Richmond,Collingwood,MCG,72-110,Collingwood,2.83,1.49,Collingwood,1
5132,2014,HA,4,2014-04-12 03:45:00+00:00,2014-04-12 13:45:00+10:00,Carlton,Melbourne,MCG,58-81,Melbourne,1.172,5.83,Carlton,0
5133,2014,HA,4,2014-04-12 04:10:00+00:00,2014-04-12 14:10:00+10:00,Port Adelaide,Brisbane,Adelaide,159-46,Port Adelaide,1.129,7.21,Port Adelaide,1
5134,2014,HA,4,2014-04-12 06:40:00+00:00,2014-04-12 16:40:00+10:00,GWS,Western Bulldogs,Manuka,83-110,Western Bulldogs,2.73,1.518,Western Bulldogs,1
5135,2014,HA,4,2014-04-12 09:40:00+00:00,2014-04-12 19:40:00+10:00,Gold Coast,Hawthorn,Gold Coast,49-148,Hawthorn,5.12,1.206,Hawthorn,1
5136,2014,HA,4,2014-04-12 09:40:00+00:00,2014-04-12 19:40:00+10:00,Geelong,West Coast,Kardinia,107-32,Geelong,1.157,6.23,Geelong,1
5137,2014,HA,4,2014-04-13 03:10:00+00:00,2014-04-13 13:10:00+10:00,Sydney,North Melbourne,SCG,48-91,North Melbourne,1.387,3.29,Sydney,0
5138,2014,HA,4,2014-04-13 05:20:00+00:00,2014-04-13 15:20:00+10:00,St Kilda,Adelaide,Docklands,50-136,Adelaide,2.41,1.641,Adelaide,1
5139,2014,HA,4,2014-04-13 06:40:00+00:00,2014-04-13 16:40:00+10:00,Fremantle,Essendon,Subiaco,113-60,Fremantle,1.917,1.99,Fremantle,1
5140,2014,HA,5,2014-04-17 09:50:00+00:00,2014-04-17 19:50:00+10:00,Brisbane,Richmond,Gabba,63-106,Richmond,4.93,1.217,Richmond,1
5141,2014,HA,5,2014-04-19 03:40:00+00:00,2014-04-19 13:40:00+10:00,Collingwood,North Melbourne,MCG,93-58,Collingwood,1.884,2.02,Collingwood,1
5142,2014,HA,5,2014-04-19 06:40:00+00:00,2014-04-19 16:40:00+10:00,Sydney,Fremantle,SCG,92-75,Sydney,2.5,1.602,Fremantle,0
5143,2014,HA,5,2014-04-19 09:40:00+00:00,2014-04-19 19:40:00+10:00,Essendon,St Kilda,Docklands,65-81,St Kilda,1.137,6.87,Essendon,0
5144,2014,HA,5,2014-04-19 09:40:00+00:00,2014-04-19 19:40:00+10:00,West Coast,Port Adelaide,Subiaco,56-70,Port Adelaide,1.952,1.952,West Coast,0
5145,2014,HA,5,2014-04-20 03:10:00+00:00,2014-04-20 13:10:00+10:00,Adelaide,GWS,Adelaide,137-72,Adelaide,1.139,6.8,Adelaide,1
5146,2014,HA,5,2014-04-20 05:20:00+00:00,2014-04-20 15:20:00+10:00,Melbourne,Gold Coast,MCG,78-86,Gold Coast,3.18,1.408,Gold Coast,1
5147,2014,HA,5,2014-04-20 06:40:00+00:00,2014-04-20 16:40:00+10:00,Western Bulldogs,Carlton,Docklands,91-119,Carlton,1.8,2.13,Carlton,1
5148,2014,HA,5,2014-04-21 05:20:00+00:00,2014-04-21 15:20:00+10:00,Geelong,Hawthorn,MCG,106-87,Geelong,2.66,1.543,Hawthorn,0
5149,2014,HA,6,2014-04-25 04:45:00+00:00,2014-04-25 14:45:00+10:00,Collingwood,Essendon,MCG,83-60,Collingwood,1.531,2.69,Collingwood,1
5150,2014,HA,6,2014-04-25 07:45:00+00:00,2014-04-25 17:45:00+10:00,St Kilda,Brisbane,Wellington,79-82,Brisbane,1.37,3.39,St Kilda,0
5151,2014,HA,6,2014-04-25 10:50:00+00:00,2014-04-25 20:50:00+10:00,Fremantle,North Melbourne,Subiaco,61-74,North Melbourne,1.273,4.18,Fremantle,0
5152,2014,HA,6,2014-04-26 03:40:00+00:00,2014-04-26 13:40:00+10:00,Gold Coast,GWS,Gold Coast,134-94,Gold Coast,1.194,5.35,Gold Coast,1
5153,2014,HA,6,2014-04-26 06:40:00+00:00,2014-04-26 16:40:00+10:00,Carlton,West Coast,Docklands,92-89,Carlton,2.13,1.8,Carlton,1
5154,2014,HA,6,2014-04-26 09:40:00+00:00,2014-04-26 19:40:00+10:00,Melbourne,Sydney,MCG,38-69,Sydney,7.11,1.131,Sydney,1
5155,2014,HA,6,2014-04-27 03:10:00+00:00,2014-04-27 13:10:00+10:00,Western Bulldogs,Adelaide,Docklands,83-92,Adelaide,2.44,1.625,Adelaide,1
5156,2014,HA,6,2014-04-27 05:20:00+00:00,2014-04-27 15:20:00+10:00,Richmond,Hawthorn,MCG,52-118,Hawthorn,5.46,1.188,Hawthorn,1
5157,2014,HA,6,2014-04-27 06:40:00+00:00,2014-04-27 16:40:00+10:00,Port Adelaide,Geelong,Adelaide,107-67,Port Adelaide,2.2,1.751,Port Adelaide,1
5158,2014,HA,7,2014-05-02 09:50:00+00:00,2014-05-02 19:50:00+10:00,Carlton,Collingwood,MCG,70-104,Collingwood,4.18,1.273,Collingwood,1
5159,2014,HA,7,2014-05-03 03:45:00+00:00,2014-05-03 13:45:00+10:00,Hawthorn,St Kilda,MCG,175-30,Hawthorn,1.042,14.5,Hawthorn,1
5160,2014,HA,7,2014-05-03 04:10:00+00:00,2014-05-03 14:10:00+10:00,GWS,Port Adelaide,Manuka,97-132,Port Adelaide,8.6,1.1,Port Adelaide,1
5161,2014,HA,7,2014-05-03 06:40:00+00:00,2014-05-03 16:40:00+10:00,Adelaide,Melbourne,Adelaide,67-70,Melbourne,1.066,11.25,Adelaide,0
5162,2014,HA,7,2014-05-03 09:40:00+00:00,2014-05-03 19:40:00+10:00,Essendon,Western Bulldogs,Docklands,73-65,Essendon,1.317,3.77,Essendon,1
5163,2014,HA,7,2014-05-03 09:40:00+00:00,2014-05-03 19:40:00+10:00,Brisbane,Sydney,Gabba,44-123,Sydney,5.68,1.178,Sydney,1
5164,2014,HA,7,2014-05-04 03:10:00+00:00,2014-05-04 13:10:00+10:00,North Melbourne,Gold Coast,Docklands,77-120,Gold Coast,1.333,3.64,North Melbourne,0
5165,2014,HA,7,2014-05-04 05:20:00+00:00,2014-05-04 15:20:00+10:00,Geelong,Richmond,MCG,81-76,Geelong,1.24,4.58,Geelong,1
5166,2014,HA,7,2014-05-04 06:40:00+00:00,2014-05-04 16:40:00+10:00,West Coast,Fremantle,Subiaco,54-73,Fremantle,3.16,1.413,Fremantle,1
5167,2014,HA,8,2014-05-09 09:50:00+00:00,2014-05-09 19:50:00+10:00,Sydney,Hawthorn,Homebush,107-88,Sydney,2.27,1.714,Hawthorn,0
5168,2014,HA,8,2014-05-10 03:40:00+00:00,2014-05-10 13:40:00+10:00,Port Adelaide,Fremantle,Adelaide,94-76,Port Adelaide,1.621,2.45,Port Adelaide,1
5169,2014,HA,8,2014-05-10 06:40:00+00:00,2014-05-10 16:40:00+10:00,Brisbane,Essendon,Gabba,57-65,Essendon,4.01,1.289,Essendon,1
5170,2014,HA,8,2014-05-10 09:40:00+00:00,2014-05-10 19:40:00+10:00,Melbourne,Western Bulldogs,MCG,83-99,Western Bulldogs,2.8,1.497,Western Bulldogs,1
5171,2014,HA,8,2014-05-11 06:40:00+00:00,2014-05-11 16:40:00+10:00,West Coast,GWS,Subiaco,188-77,West Coast,1.068,11.25,West Coast,1
5172,2014,HA,8,2014-05-12 09:20:00+00:00,2014-05-12 19:20:00+10:00,St Kilda,Carlton,Docklands,69-101,Carlton,3.31,1.384,Carlton,1
5173,2014,HA,9,2014-05-15 09:50:00+00:00,2014-05-15 19:50:00+10:00,Adelaide,Collingwood,Adelaide,76-55,Adelaide,2.93,1.462,Collingwood,0
5174,2014,HA,9,2014-05-16 09:50:00+00:00,2014-05-16 19:50:00+10:00,Essendon,Sydney,Docklands,64-114,Sydney,3.4,1.369,Sydney,1
5175,2014,HA,9,2014-05-17 03:40:00+00:00,2014-05-17 13:40:00+10:00,Richmond,Melbourne,MCG,74-91,Melbourne,1.186,5.5,Richmond,0
5176,2014,HA,9,2014-05-17 06:40:00+00:00,2014-05-17 16:40:00+10:00,North Melbourne,Brisbane,Docklands,125-38,North Melbourne,1.05,13.0,North Melbourne,1
5177,2014,HA,9,2014-05-17 09:40:00+00:00,2014-05-17 19:40:00+10:00,Fremantle,Geelong,Subiaco,96-64,Fremantle,1.751,2.2,Fremantle,1
5178,2014,HA,9,2014-05-18 06:40:00+00:00,2014-05-18 16:40:00+10:00,St Kilda,Gold Coast,Docklands,87-125,Gold Coast,4.61,1.238,Gold Coast,1
5179,2014,HA,10,2014-05-23 09:50:00+00:00,2014-05-23 19:50:00+10:00,Geelong,North Melbourne,Kardinia,111-91,Geelong,1.578,2.56,Geelong,1
5180,2014,HA,10,2014-05-24 03:40:00+00:00,2014-05-24 13:40:00+10:00,GWS,Richmond,Showgrounds,41-154,Richmond,3.62,1.336,Richmond,1
5181,2014,HA,10,2014-05-24 06:40:00+00:00,2014-05-24 16:40:00+10:00,Collingwood,West Coast,MCG,109-101,Collingwood,1.285,4.05,Collingwood,1
5182,2014,HA,10,2014-05-24 09:40:00+00:00,2014-05-24 19:40:00+10:00,Port Adelaide,Hawthorn,Adelaide,100-86,Port Adelaide,1.595,2.52,Port Adelaide,1
5183,2014,HA,10,2014-05-25 05:20:00+00:00,2014-05-25 15:20:00+10:00,Gold Coast,Western Bulldogs,Gold Coast,119-74,Gold Coast,1.227,4.77,Gold Coast,1
5184,2014,HA,10,2014-05-25 06:40:00+00:00,2014-05-25 16:40:00+10:00,Carlton,Adelaide,MCG,81-76,Carlton,2.44,1.625,Carlton,1
5185,2014,HA,11,2014-05-29 09:10:00+00:00,2014-05-29 19:10:00+10:00,Sydney,Geelong,SCG,148-38,Sydney,1.4,3.22,Sydney,1
5186,2014,HA,11,2014-05-30 09:50:00+00:00,2014-05-30 19:50:00+10:00,St Kilda,Collingwood,Docklands,54-140,Collingwood,9.41,1.088,Collingwood,1
5187,2014,HA,11,2014-05-31 03:40:00+00:00,2014-05-31 13:40:00+10:00,Melbourne,Port Adelaide,Alice Springs,75-95,Port Adelaide,7.04,1.133,Port Adelaide,1
5188,2014,HA,11,2014-05-31 06:40:00+00:00,2014-05-31 16:40:00+10:00,Brisbane,Carlton,Gabba,98-91,Brisbane,3.01,1.444,Carlton,0
5189,2014,HA,11,2014-05-31 09:45:00+00:00,2014-05-31 19:45:00+10:00,Essendon,Richmond,MCG,104-54,Essendon,1.709,2.28,Essendon,1
5190,2014,HA,11,2014-06-01 03:10:00+00:00,2014-06-01 13:10:00+10:00,Adelaide,Gold Coast,Adelaide,109-77,Adelaide,1.561,2.6,Adelaide,1
5191,2014,HA,11,2014-06-01 05:20:00+00:00,2014-06-01 15:20:00+10:00,Western Bulldogs,Fremantle,Docklands,51-89,Fremantle,5.98,1.166,Fremantle,1
5192,2014,HA,11,2014-06-01 06:40:00+00:00,2014-06-01 16:40:00+10:00,Hawthorn,GWS,MCG,94-87,Hawthorn,1.01,29.16,Hawthorn,1
5193,2014,HA,11,2014-06-01 09:40:00+00:00,2014-06-01 19:40:00+10:00,West Coast,North Melbourne,Subiaco,44-82,North Melbourne,1.588,2.53,West Coast,0
5194,2014,HA,12,2014-06-06 09:50:00+00:00,2014-06-06 19:50:00+10:00,Geelong,Carlton,Docklands,107-102,Geelong,1.192,5.39,Geelong,1
5195,2014,HA,12,2014-06-07 03:40:00+00:00,2014-06-07 13:40:00+10:00,Hawthorn,West Coast,Launceston,123-79,Hawthorn,1.235,4.65,Hawthorn,1
5196,2014,HA,12,2014-06-07 06:40:00+00:00,2014-06-07 16:40:00+10:00,Port Adelaide,St Kilda,Adelaide,129-59,Port Adelaide,1.05,13.0,Port Adelaide,1
5197,2014,HA,12,2014-06-07 09:40:00+00:00,2014-06-07 19:40:00+10:00,GWS,Essendon,Showgrounds,66-81,Essendon,7.07,1.132,Essendon,1
5198,2014,HA,12,2014-06-07 09:40:00+00:00,2014-06-07 19:40:00+10:00,Western Bulldogs,Brisbane,Docklands,87-95,Brisbane,1.28,4.1,Western Bulldogs,0
5199,2014,HA,12,2014-06-08 05:20:00+00:00,2014-06-08 15:20:00+10:00,Gold Coast,Sydney,Gold Coast,74-109,Sydney,4.93,1.217,Sydney,1
5200,2014,HA,12,2014-06-08 06:10:00+00:00,2014-06-08 16:10:00+10:00,Fremantle,Adelaide,Subiaco,90-50,Fremantle,1.28,4.1,Fremantle,1
5201,2014,HA,12,2014-06-08 09:10:00+00:00,2014-06-08 19:10:00+10:00,North Melbourne,Richmond,Docklands,116-88,North Melbourne,1.344,3.56,North Melbourne,1
5202,2014,HA,12,2014-06-09 05:20:00+00:00,2014-06-09 15:20:00+10:00,Melbourne,Collingwood,MCG,28-61,Collingwood,4.99,1.213,Collingwood,1
5203,2014,HA,13,2014-06-13 09:50:00+00:00,2014-06-13 19:50:00+10:00,Carlton,Hawthorn,MCG,90-118,Hawthorn,5.04,1.21,Hawthorn,1
5204,2014,HA,13,2014-06-14 03:45:00+00:00,2014-06-14 13:45:00+10:00,Richmond,Fremantle,MCG,85-105,Fremantle,3.71,1.324,Fremantle,1
5205,2014,HA,13,2014-06-14 04:10:00+00:00,2014-06-14 14:10:00+10:00,Sydney,Port Adelaide,SCG,98-94,Sydney,1.471,2.9,Sydney,1
5206,2014,HA,13,2014-06-14 06:40:00+00:00,2014-06-14 16:40:00+10:00,West Coast,Gold Coast,Subiaco,103-100,West Coast,1.909,2.0,West Coast,1
5207,2014,HA,13,2014-06-14 09:40:00+00:00,2014-06-14 19:40:00+10:00,Adelaide,North Melbourne,Adelaide,109-73,Adelaide,1.9,2.01,Adelaide,1
5208,2014,HA,13,2014-06-14 09:40:00+00:00,2014-06-14 19:40:00+10:00,Brisbane,GWS,Gabba,80-125,GWS,1.471,2.9,Brisbane,0
5209,2014,HA,13,2014-06-15 03:10:00+00:00,2014-06-15 13:10:00+10:00,Geelong,St Kilda,Kardinia,133-37,Geelong,1.05,13.0,Geelong,1
5210,2014,HA,13,2014-06-15 05:20:00+00:00,2014-06-15 15:20:00+10:00,Collingwood,Western Bulldogs,Docklands,98-106,Western Bulldogs,1.142,6.69,Collingwood,0
5211,2014,HA,13,2014-06-15 06:40:00+00:00,2014-06-15 16:40:00+10:00,Essendon,Melbourne,MCG,77-78,Melbourne,1.497,2.8,Essendon,0
5212,2014,HA,14,2014-06-20 09:50:00+00:00,2014-06-20 19:50:00+10:00,Richmond,Sydney,MCG,51-62,Sydney,4.46,1.25,Sydney,1
5213,2014,HA,14,2014-06-21 03:45:00+00:00,2014-06-21 13:45:00+10:00,Port Adelaide,Western Bulldogs,Adelaide,128-56,Port Adelaide,1.133,7.04,Port Adelaide,1
5214,2014,HA,14,2014-06-21 04:10:00+00:00,2014-06-21 14:10:00+10:00,Hawthorn,Collingwood,MCG,115-86,Hawthorn,1.384,3.31,Hawthorn,1
5215,2014,HA,14,2014-06-21 06:40:00+00:00,2014-06-21 16:40:00+10:00,Gold Coast,Geelong,Gold Coast,118-78,Gold Coast,2.72,1.523,Geelong,0
5216,2014,HA,14,2014-06-21 09:40:00+00:00,2014-06-21 19:40:00+10:00,Essendon,Adelaide,Docklands,101-92,Essendon,2.48,1.609,Adelaide,0
5217,2014,HA,14,2014-06-21 09:40:00+00:00,2014-06-21 19:40:00+10:00,Fremantle,Brisbane,Subiaco,105-22,Fremantle,1.04,15.0,Fremantle,1
5218,2014,HA,14,2014-06-22 03:10:00+00:00,2014-06-22 13:10:00+10:00,GWS,Carlton,Showgrounds,100-92,GWS,3.44,1.362,Carlton,0
5219,2014,HA,14,2014-06-22 05:20:00+00:00,2014-06-22 15:20:00+10:00,St Kilda,West Coast,Docklands,70-103,West Coast,5.85,1.171,West Coast,1
